193464,W_Afhandelen leads-complete,36,2011/12/14 12:54:58.748,2500
193464,W_Completeren aanvraag-complete,29,2011/12/14 13:10:54.941,2500
193464,W_Completeren aanvraag-complete,28,2011/12/14 14:48:56.177,2500
193464,W_Completeren aanvraag-complete,1,2011/12/14 17:34:57.468,2500
193464,W_Completeren aanvraag-complete,33,2011/12/14 19:02:22.718,2500
193464,W_Nabellen offertes-complete,33,2011/12/14 19:03:18.277,2500
193464,W_Nabellen offertes-complete,20,2011/12/20 21:00:36.201,2500
193464,W_Nabellen offertes-complete,9,2011/12/21 19:40:22.654,2500
193464,W_Nabellen offertes-complete,45,2011/12/22 15:41:00.002,2500
193464,W_Nabellen offertes-complete,29,2011/12/23 18:18:24.580,2500
193464,W_Nabellen offertes-complete,29,2011/12/27 15:27:20.528,2500
180094,W_Afhandelen leads-complete,25,2011/10/27 09:57:57.680,10000
180094,W_Completeren aanvraag-complete,12,2011/10/27 11:11:02.670,10000
180094,W_Completeren aanvraag-complete,16,2011/10/27 17:00:08.545,10000
180094,W_Completeren aanvraag-complete,1,2011/10/27 17:06:54.863,10000
180094,W_Completeren aanvraag-complete,1,2011/10/27 17:25:10.578,10000
180094,W_Nabellen offertes-complete,1,2011/11/03 20:06:35.774,10000
180094,W_Nabellen offertes-complete,1,2011/11/04 15:16:13.920,10000
180094,W_Nabellen offertes-complete,8,2011/11/07 17:46:41.968,10000
180094,W_Nabellen offertes-complete,2,2011/11/09 19:30:01.601,10000
180094,W_Nabellen offertes-complete,34,2011/11/11 20:42:53.087,10000
180094,W_Nabellen offertes-complete,16,2011/11/14 20:51:33.177,10000
180094,W_Nabellen offertes-complete,11,2011/11/15 17:31:51.151,10000
180094,W_Nabellen offertes-complete,11,2011/11/15 17:38:55.024,10000
180094,W_Nabellen offertes-complete,39,2011/11/16 11:39:20.224,10000
180094,W_Valideren aanvraag-complete,13,2011/11/17 09:03:25.313,10000
210221,W_Completeren aanvraag-complete,20,2012/02/16 18:13:28.061,14000
210221,W_Completeren aanvraag-complete,23,2012/02/17 09:45:42.559,14000
213702,W_Afhandelen leads-complete,10,2012/02/28 13:52:16.626,13000
213702,W_Afhandelen leads-complete,10,2012/02/28 13:59:28.570,13000
198996,W_Completeren aanvraag-complete,11,2012/01/09 10:16:52.172,15000
198996,W_Nabellen offertes-complete,12,2012/01/17 15:18:07.835,15000
198996,W_Nabellen offertes-complete,16,2012/01/23 14:19:16.154,15000
198996,W_Nabellen offertes-complete,34,2012/01/26 15:08:21.887,15000
198996,W_Nabellen offertes-complete,16,2012/01/26 20:00:06.790,15000
198996,W_Nabellen offertes-complete,14,2012/01/28 15:23:45.552,15000
198996,W_Nabellen offertes-complete,7,2012/01/30 16:42:48.835,15000
198996,W_Nabellen offertes-complete,21,2012/01/31 14:28:05.085,15000
198996,W_Nabellen offertes-complete,21,2012/01/31 14:29:17.277,15000
198996,W_Nabellen offertes-complete,54,2012/02/20 14:51:56.090,15000
198996,W_Nabellen offertes-complete,54,2012/02/20 15:34:06.895,15000
198996,W_Nabellen offertes-complete,33,2012/02/22 20:29:35.682,15000
198996,W_Nabellen offertes-complete,33,2012/02/22 20:30:34.181,15000
196398,W_Completeren aanvraag-complete,29,2011/12/29 16:29:26.851,5000
196398,W_Completeren aanvraag-complete,16,2011/12/29 18:57:00.129,5000
196398,W_Completeren aanvraag-complete,48,2011/12/30 09:40:35.366,5000
196398,W_Nabellen offertes-complete,24,2012/01/03 11:52:22.182,5000
196398,W_Nabellen offertes-complete,48,2012/01/05 15:40:15.054,5000
196398,W_Nabellen offertes-complete,48,2012/01/05 15:40:22.036,5000
196398,W_Nabellen offertes-complete,48,2012/01/05 15:54:01.226,5000
196398,W_Nabellen offertes-complete,39,2012/01/12 16:02:02.176,5000
196398,W_Valideren aanvraag-complete,13,2012/01/17 08:28:26.683,5000
196398,W_Nabellen incomplete dossiers-complete,1,2012/01/17 09:41:42.441,5000
196398,W_Nabellen incomplete dossiers-complete,37,2012/01/17 13:36:31.139,5000
196398,W_Nabellen incomplete dossiers-complete,37,2012/01/17 14:47:33.766,5000
196398,W_Nabellen incomplete dossiers-complete,39,2012/01/18 16:20:30.944,5000
196398,W_Nabellen incomplete dossiers-complete,19,2012/01/24 12:47:46.417,5000
196398,W_Nabellen incomplete dossiers-complete,2,2012/01/24 13:22:32.900,5000
196398,W_Nabellen incomplete dossiers-complete,2,2012/01/24 15:35:13.740,5000
196398,W_Nabellen incomplete dossiers-complete,36,2012/01/24 18:15:41.223,5000
196398,W_Nabellen incomplete dossiers-complete,26,2012/01/25 10:21:25.309,5000
196398,W_Nabellen incomplete dossiers-complete,9,2012/01/25 15:21:15.336,5000
196398,W_Nabellen incomplete dossiers-complete,34,2012/01/25 17:11:39.041,5000
196398,W_Nabellen incomplete dossiers-complete,34,2012/01/25 17:59:02.046,5000
196398,W_Nabellen incomplete dossiers-complete,29,2012/01/27 09:14:03.856,5000
196398,W_Nabellen incomplete dossiers-complete,25,2012/01/27 15:54:37.209,5000
196398,W_Nabellen incomplete dossiers-complete,11,2012/01/27 17:28:23.484,5000
196398,W_Nabellen incomplete dossiers-complete,11,2012/01/28 10:37:16.975,5000
196398,W_Nabellen incomplete dossiers-complete,26,2012/01/31 11:44:06.132,5000
196398,W_Nabellen incomplete dossiers-complete,26,2012/01/31 12:32:03.959,5000
196398,W_Nabellen incomplete dossiers-complete,11,2012/01/31 17:30:49.479,5000
196398,W_Nabellen incomplete dossiers-complete,39,2012/02/01 10:23:14.841,5000
196398,W_Nabellen incomplete dossiers-complete,5,2012/02/01 13:32:27.652,5000
196398,W_Nabellen incomplete dossiers-complete,5,2012/02/01 13:38:54.109,5000
205535,W_Afhandelen leads-complete,27,2012/02/01 10:16:45.968,19000
205535,W_Completeren aanvraag-complete,26,2012/02/01 10:42:25.696,19000
205535,W_Completeren aanvraag-complete,29,2012/02/01 14:20:48.073,19000
205535,W_Completeren aanvraag-complete,29,2012/02/01 14:40:47.376,19000
205535,W_Completeren aanvraag-complete,21,2012/02/01 18:02:04.955,19000
205535,W_Completeren aanvraag-complete,43,2012/02/01 18:12:23.024,19000
205535,W_Completeren aanvraag-complete,7,2012/02/02 10:13:54.298,19000
205535,W_Completeren aanvraag-complete,15,2012/02/02 15:33:06.023,19000
205535,W_Completeren aanvraag-complete,15,2012/02/02 16:41:40.491,19000
205535,W_Completeren aanvraag-complete,8,2012/02/02 18:28:32.328,19000
205535,W_Completeren aanvraag-complete,1,2012/02/02 20:37:21.663,19000
205535,W_Completeren aanvraag-complete,7,2012/02/03 17:20:26.130,19000
205535,W_Completeren aanvraag-complete,15,2012/02/04 13:34:26.262,19000
205535,W_Completeren aanvraag-complete,15,2012/02/04 13:36:27.021,19000
205535,W_Completeren aanvraag-complete,15,2012/02/04 14:21:25.511,19000
205535,W_Completeren aanvraag-complete,15,2012/02/04 14:24:27.737,19000
205535,W_Nabellen offertes-complete,34,2012/02/11 16:49:36.879,19000
205535,W_Nabellen offertes-complete,10,2012/02/16 19:44:23.761,19000
205535,W_Nabellen offertes-complete,54,2012/02/20 20:50:31.245,19000
205535,W_Nabellen offertes-complete,3,2012/02/21 11:19:44.113,19000
205535,W_Valideren aanvraag-complete,3,2012/02/21 11:53:34.548,19000
205535,W_Valideren aanvraag-complete,3,2012/02/21 11:56:50.848,19000
205535,W_Valideren aanvraag-complete,17,2012/02/22 10:04:38.567,19000
205535,W_Valideren aanvraag-complete,18,2012/02/23 10:44:03.787,19000
205535,W_Valideren aanvraag-complete,4,2012/02/24 06:15:04.973,19000
205535,W_Valideren aanvraag-complete,5,2012/02/24 08:05:20.462,19000
205535,W_Nabellen incomplete dossiers-complete,2,2012/02/24 11:40:24.228,19000
205535,W_Nabellen incomplete dossiers-complete,23,2012/02/24 12:05:20.302,19000
205535,W_Nabellen incomplete dossiers-complete,2,2012/02/24 14:57:25.965,19000
205535,W_Nabellen incomplete dossiers-complete,7,2012/02/24 20:23:00.307,19000
205535,W_Nabellen incomplete dossiers-complete,38,2012/02/25 11:56:22.152,19000
205535,W_Nabellen incomplete dossiers-complete,38,2012/02/25 16:34:11.768,19000
205535,W_Nabellen incomplete dossiers-complete,39,2012/02/27 11:42:23.141,19000
205535,W_Valideren aanvraag-complete,4,2012/02/27 14:42:16.787,19000
205535,W_Nabellen incomplete dossiers-complete,4,2012/02/27 14:45:47.815,19000
205535,W_Nabellen incomplete dossiers-complete,11,2012/02/27 18:50:42.468,19000
205535,W_Nabellen incomplete dossiers-complete,39,2012/02/29 17:10:11.369,19000
205535,W_Nabellen incomplete dossiers-complete,32,2012/02/29 17:19:20.152,19000
205535,W_Valideren aanvraag-complete,4,2012/03/01 10:30:28.076,19000
205535,W_Nabellen incomplete dossiers-complete,16,2012/03/01 11:10:22.709,19000
205535,W_Nabellen incomplete dossiers-complete,23,2012/03/01 13:21:27.181,19000
205535,W_Nabellen incomplete dossiers-complete,39,2012/03/01 13:24:37.974,19000
205535,W_Nabellen incomplete dossiers-complete,23,2012/03/01 15:35:34.515,19000
205535,W_Nabellen incomplete dossiers-complete,5,2012/03/02 11:28:23.661,19000
205535,W_Nabellen incomplete dossiers-complete,17,2012/03/02 14:10:01.547,19000
205535,W_Valideren aanvraag-complete,17,2012/03/02 14:20:35.032,19000
205535,W_Valideren aanvraag-complete,18,2012/03/02 15:40:30.377,19000
205535,W_Valideren aanvraag-complete,51,2012/03/02 17:01:32.193,19000
205535,W_Valideren aanvraag-complete,18,2012/03/05 11:17:34.936,19000
205535,W_Valideren aanvraag-complete,18,2012/03/05 16:05:44.096,19000
205535,W_Valideren aanvraag-complete,18,2012/03/06 08:59:30.827,19000
205535,W_Valideren aanvraag-complete,18,2012/03/06 10:38:42.589,19000
